Wahlkreis,Gemeindenummer,Gemeindename,A1,A2,A3,A,B,B1,D,Stimmen gesamt,CDU,SPD,PDS,FDP,C5,C6,C7,C8,GRÜNE,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49
59,13059033,Iven,208,4,0,212,159,4,36,441,281,92,33,15,x,x,x,x,x,x,x,x,x,x,x,14,x,x,x,x,x,x,x,x,6,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059034,Japenzin,193,4,0,197,155,4,42,423,173,66,96,5,x,x,x,x,x,x,x,x,x,x,x,81,x,x,x,x,x,x,x,x,2,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059035,Kammin,102,4,0,106,70,3,13,197,77,66,35,9,x,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x,x,0,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
59,13059036,Kamminke,312,2,0,314,225,1,50,625,387,108,89,8,x,x,x,x,x,x,x,x,x,x,x,27,x,x,x,x,x,x,x,x,5,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
59,13059037,Karlsburg,1149,44,0,1193,600,38,124,1676,479,131,217,16,x,x,x,x,x,x,x,x,x,x,x,58,x,x,x,x,x,x,x,x,8,x,x,x,x,x,758,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x
59,13059038,Karlshagen,2385,148,0,2533,1272,0,195,3621,1241,722,1407,102,x,x,x,x,x,x,x,x,x,x,x,58,x,x,x,x,x,x,x,x,51,x,x,x,x,x,12,x,x,x,x,x,x,x,x,x,x,28,x,x,x,x,x,x,x
59,13059039,Katzow,489,15,0,504,330,14,106,884,398,247,169,20,x,x,x,x,x,x,x,x,x,x,x,31,x,x,x,x,x,x,x,x,11,x,x,x,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059040,Kemnitz,879,37,0,916,548,28,63,1581,905,134,225,47,x,x,x,x,x,x,x,x,x,x,x,244,x,x,x,x,x,x,x,x,10,x,x,x,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059041,Klein Bünzow,702,18,0,720,319,18,112,845,308,254,179,22,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x,x,x,64,x,x,x,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059042,Kölzin,292,5,0,297,174,5,28,494,201,58,51,110,x,x,x,x,x,x,x,x,x,x,x,60,x,x,x,x,x,x,x,x,2,x,x,x,x,x,7,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x
59,13059043,Korswandt,401,6,0,407,256,0,47,721,419,104,81,9,x,x,x,x,x,x,x,x,x,x,x,88,x,x,x,x,x,x,x,x,13,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
59,13059044,Koserow,1343,92,0,1435,835,64,149,2356,1110,869,280,40,x,x,x,x,x,x,x,x,x,x,x,26,x,x,x,x,x,x,x,x,21,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,10,x,x,x,x,x,x,x
59,13059045,Krien,779,21,0,800,510,20,190,1340,705,204,333,24,x,x,x,x,x,x,x,x,x,x,x,49,x,x,x,x,x,x,x,x,23,x,x,x,x,x,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059046,Kröslin,1504,37,0,1541,953,35,249,2610,1793,361,293,87,x,x,x,x,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,25,x,x,x,x,x,7,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x
59,13059047,Krummin,201,9,0,210,157,8,21,450,293,70,42,10,x,x,x,x,x,x,x,x,x,x,x,10,x,x,x,x,x,x,x,x,23,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
59,13059048,Krusenfelde,169,5,0,174,122,5,27,339,185,61,57,13,x,x,x,x,x,x,x,x,x,x,x,10,x,x,x,x,x,x,x,x,10,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059049,"Lassan, Stadt",1348,34,0,1382,853,33,259,2300,734,261,1025,48,x,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x,x,219,x,x,x,x,x,4,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
59,13059050,Levenhagen,158,0,0,158,159,1,33,444,252,79,83,5,x,x,x,x,x,x,x,x,x,x,x,12,x,x,x,x,x,x,x,x,10,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059051,Liepen,275,6,0,281,189,5,39,528,281,96,41,28,x,x,x,x,x,x,x,x,x,x,x,72,x,x,x,x,x,x,x,x,5,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
59,13059052,Loddin,770,21,0,791,472,20,88,1328,756,289,197,39,x,x,x,x,x,x,x,x,x,x,x,22,x,x,x,x,x,x,x,x,19,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x,x
59,13059053,Loissin,586,18,0,604,363,15,102,987,562,144,162,19,x,x,x,x,x,x,x,x,x,x,x,88,x,x,x,x,x,x,x,x,4,x,x,x,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059054,Löwitz,241,3,0,244,176,3,63,465,140,185,106,8,x,x,x,x,x,x,x,x,x,x,x,22,x,x,x,x,x,x,x,x,2,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
59,13059055,Lubmin,1373,131,0,1504,945,129,135,2700,1578,372,346,227,x,x,x,x,x,x,x,x,x,x,x,133,x,x,x,x,x,x,x,x,31,x,x,x,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059057,Lühmannsdorf,555,13,0,568,329,12,79,908,463,152,135,24,x,x,x,x,x,x,x,x,x,x,x,34,x,x,x,x,x,x,x,x,4,x,x,x,x,x,94,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
59,13059058,Lüssow,154,1,0,155,110,1,20,310,168,67,44,4,x,x,x,x,x,x,x,x,x,x,x,19,x,x,x,x,x,x,x,x,5,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059059,Lütow,306,6,0,312,194,5,36,546,345,88,70,21,x,x,x,x,x,x,x,x,x,x,x,17,x,x,x,x,x,x,x,x,1,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
59,13059060,Medow,366,3,0,369,275,3,65,760,416,213,79,11,x,x,x,x,x,x,x,x,x,x,x,31,x,x,x,x,x,x,x,x,9,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
59,13059061,Mellenthin,245,5,0,250,167,0,61,440,195,103,51,9,x,x,x,x,x,x,x,x,x,x,x,75,x,x,x,x,x,x,x,x,6,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
59,13059062,Mesekenhagen,774,49,0,823,503,0,107,1402,516,172,287,349,x,x,x,x,x,x,x,x,x,x,x,34,x,x,x,x,x,x,x,x,33,x,x,x,x,x,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059063,Mölschow,654,36,0,690,436,32,95,1213,712,253,153,22,x,x,x,x,x,x,x,x,x,x,x,34,x,x,x,x,x,x,x,x,27,x,x,x,x,x,5,x,x,x,x,x,x,x,x,x,x,7,x,x,x,x,x,x,x
59,13059064,Morgenitz,174,4,0,178,122,4,45,321,169,84,43,1,x,x,x,x,x,x,x,x,x,x,x,16,x,x,x,x,x,x,x,x,7,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059065,Murchin,701,27,0,728,414,0,102,1140,480,245,264,12,x,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x,x,78,x,x,x,x,x,5,x,x,x,x,x,x,x,x,x,x,20,x,x,x,x,x,x,x
59,13059066,Neetzow,550,14,0,564,347,14,64,977,351,102,158,220,x,x,x,x,x,x,x,x,x,x,x,141,x,x,x,x,x,x,x,x,5,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059067,Neppermin,316,15,0,331,257,11,57,714,487,85,75,20,x,x,x,x,x,x,x,x,x,x,x,41,x,x,x,x,x,x,x,x,3,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
59,13059068,Nerdin,175,2,0,177,95,2,50,235,129,33,62,4,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x,x,x,1,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059069,Neu Boltenhagen,490,13,0,503,305,9,50,865,514,189,90,16,x,x,x,x,x,x,x,x,x,x,x,49,x,x,x,x,x,x,x,x,2,x,x,x,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059070,Neu Kosenow,513,41,0,554,291,41,56,817,255,151,294,104,x,x,x,x,x,x,x,x,x,x,x,8,x,x,x,x,x,x,x,x,5,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059071,Neuendorf A,128,6,0,134,109,4,34,293,125,58,46,49,x,x,x,x,x,x,x,x,x,x,x,12,x,x,x,x,x,x,x,x,0,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
59,13059072,Neuendorf B,153,12,0,165,135,10,45,360,214,60,46,8,x,x,x,x,x,x,x,x,x,x,x,19,x,x,x,x,x,x,x,x,8,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x
59,13059073,Neuenkirchen,261,10,0,271,188,10,36,528,278,67,63,18,x,x,x,x,x,x,x,x,x,x,x,88,x,x,x,x,x,x,x,x,8,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
59,13059074,Neuenkirchen,1534,73,0,1607,974,67,138,2784,1754,495,340,81,x,x,x,x,x,x,x,x,x,x,x,42,x,x,x,x,x,x,x,x,39,x,x,x,x,x,33,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059075,Peenemünde,341,2,0,343,210,9,22,608,298,100,106,95,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x,x,2,x,x,x,x,x,2,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
59,13059076,Pelsin,266,6,0,272,205,2,53,562,372,81,66,13,x,x,x,x,x,x,x,x,x,x,x,21,x,x,x,x,x,x,x,x,9,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059077,Postlow,354,3,0,357,176,3,52,476,259,76,78,24,x,x,x,x,x,x,x,x,x,x,x,21,x,x,x,x,x,x,x,x,15,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059078,Pudagla,315,13,0,328,190,12,51,519,277,125,64,7,x,x,x,x,x,x,x,x,x,x,x,17,x,x,x,x,x,x,x,x,14,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,12,x,x,x,x,x,x,x
59,13059079,Pulow,224,8,0,232,141,8,44,379,125,116,98,10,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x,x,16,x,x,x,x,x,2,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x
59,13059080,Putzar,207,0,0,207,117,0,35,316,140,92,57,3,x,x,x,x,x,x,x,x,x,x,x,19,x,x,x,x,x,x,x,x,3,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
59,13059081,Rankwitz,559,27,0,586,391,27,113,1060,579,267,128,17,x,x,x,x,x,x,x,x,x,x,x,39,x,x,x,x,x,x,x,x,17,x,x,x,x,x,2,x,x,x,x,x,x,x,x,x,x,11,x,x,x,x,x,x,x
59,13059082,Ranzin,226,6,0,232,147,5,53,388,161,79,85,2,x,x,x,x,x,x,x,x,x,x,x,24,x,x,x,x,x,x,x,x,10,x,x,x,x,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059083,Rathebur,150,2,0,152,101,2,26,277,168,42,56,6,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x,x,1,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
59,13059084,Rossin,159,0,0,159,99,0,34,263,100,71,80,8,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x,x,0,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059085,Rubenow,384,8,0,392,247,8,40,701,362,122,47,25,x,x,x,x,x,x,x,x,x,x,x,137,x,x,x,x,x,x,x,x,6,x,x,x,x,x,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059086,Rubkow,632,20,0,652,380,20,97,1043,589,178,158,33,x,x,x,x,x,x,x,x,x,x,x,20,x,x,x,x,x,x,x,x,61,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
59,13059087,Sarnow,443,7,0,450,263,6,74,715,387,99,128,19,x,x,x,x,x,x,x,x,x,x,x,57,x,x,x,x,x,x,x,x,20,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
59,13059088,Sauzin,286,8,0,294,203,7,45,564,352,100,70,27,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x,x,11,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
59,13059089,Schmatzin,325,25,0,350,243,23,44,685,239,172,164,2,x,x,x,x,x,x,x,x,x,x,x,8,x,x,x,x,x,x,x,x,97,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
59,13059090,Schwerinsburg,138,0,0,138,89,0,20,247,91,44,102,0,x,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x,x,7,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
59,13059091,Spantekow,792,33,0,825,491,0,86,1387,673,299,149,11,x,x,x,x,x,x,x,x,x,x,x,233,x,x,x,x,x,x,x,x,19,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
59,13059093,Stolpe,340,9,0,349,171,9,25,488,209,83,82,41,x,x,x,x,x,x,x,x,x,x,x,62,x,x,x,x,x,x,x,x,8,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
59,13059094,Stolpe auf Usedom,324,2,0,326,231,1,46,647,396,164,43,3,x,x,x,x,x,x,x,x,x,x,x,25,x,x,x,x,x,x,x,x,9,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,7,x,x,x,x,x,x,x
59,13059095,Trassenheide,667,46,0,713,496,0,91,1397,599,344,325,57,x,x,x,x,x,x,x,x,x,x,x,24,x,x,x,x,x,x,x,x,36,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x
59,13059096,Ückeritz,838,29,0,867,530,25,107,1483,741,364,270,39,x,x,x,x,x,x,x,x,x,x,x,27,x,x,x,x,x,x,x,x,18,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,21,x,x,x,x,x,x,x
59,13059097,"Usedom, Stadt",1589,80,0,1669,896,73,228,2460,1025,709,352,35,x,x,x,x,x,x,x,x,x,x,x,99,x,x,x,x,x,x,x,x,219,x,x,x,x,x,11,x,x,x,x,x,x,x,x,x,x,10,x,x,x,x,x,x,x
59,13059098,Wackerow,980,48,0,1028,787,44,55,2306,1743,206,240,28,x,x,x,x,x,x,x,x,x,x,x,46,x,x,x,x,x,x,x,x,31,x,x,x,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059099,Weitenhagen,1209,76,0,1285,875,69,128,2497,848,1106,381,56,x,x,x,x,x,x,x,x,x,x,x,50,x,x,x,x,x,x,x,x,38,x,x,x,x,x,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059100,Wietstock,122,4,0,126,106,4,40,278,105,44,86,20,x,x,x,x,x,x,x,x,x,x,x,15,x,x,x,x,x,x,x,x,8,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059101,Wolgast,11027,587,0,11614,4809,480,664,13763,4838,4888,3239,422,x,x,x,x,x,x,x,x,x,x,x,94,x,x,x,x,x,x,x,x,195,x,x,x,x,x,13,x,x,x,x,x,x,x,x,x,x,74,x,x,x,x,x,x,x
59,13059102,Wrangelsburg,167,4,0,171,131,3,24,369,218,31,65,9,x,x,x,x,x,x,x,x,x,x,x,12,x,x,x,x,x,x,x,x,7,x,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
59,13059103,Wusterhusen,1061,52,0,1113,767,50,141,2160,1075,342,236,45,x,x,x,x,x,x,x,x,x,x,x,451,x,x,x,x,x,x,x,x,6,x,x,x,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059104,Zemitz,676,45,0,721,404,43,72,1140,732,165,177,22,x,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x,x,33,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
59,13059105,Zempin,667,34,0,701,533,31,83,1516,823,433,193,37,x,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x,x,14,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,7,x,x,x,x,x,x,x
59,13059106,Ziethen,441,15,0,456,301,14,49,854,427,219,125,19,x,x,x,x,x,x,x,x,x,x,x,7,x,x,x,x,x,x,x,x,45,x,x,x,x,x,7,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x
59,13059107,Zinnowitz,3224,185,0,3409,1820,165,267,5193,2094,1752,966,167,x,x,x,x,x,x,x,x,x,x,x,57,x,x,x,x,x,x,x,x,122,x,x,x,x,x,10,x,x,x,x,x,x,x,x,x,x,25,x,x,x,x,x,x,x
59,13059109,Zirchow,495,12,0,507,263,11,60,729,387,132,76,8,x,x,x,x,x,x,x,x,x,x,x,119,x,x,x,x,x,x,x,x,3,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
59,13059110,Züssow,1139,50,0,1189,655,48,107,1858,882,234,219,59,x,x,x,x,x,x,x,x,x,x,x,293,x,x,x,x,x,x,x,x,33,x,x,x,x,x,129,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x
60,13060001,Banzkow,1655,83,0,1738,1011,72,275,2758,640,504,517,109,x,47,x,x,130,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,745,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,7,19,0,34,x,x,x
60,13060002,Barkow,225,8,0,233,149,8,24,423,173,188,29,8,x,0,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,2,x,x,x,x
60,13060003,Barnin,316,35,0,351,253,35,38,721,388,130,81,64,x,0,x,x,1,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,47,0,7,x,x,x,x,x
60,13060004,Blankenberg,388,4,0,392,258,4,25,749,261,257,195,9,x,14,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060005,Borkow,424,14,0,438,273,14,57,762,288,262,165,4,x,10,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,25,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060006,Broock,307,5,0,312,212,5,65,571,294,193,44,19,x,3,x,x,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060007,"Brüel, Stadt",2486,206,0,2692,1288,194,192,3672,1499,840,1079,144,x,23,x,x,39,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,2,19,x,x,x,x,x
60,13060008,Bülow,299,7,0,306,198,4,62,532,102,116,77,27,x,0,x,x,8,x,x,6,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,181,0,12,x,x,x,x,x
60,13060009,Cambs,449,31,0,480,291,26,90,783,248,188,134,17,x,6,x,x,103,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,83,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,2,0,2,x,x,x
60,13060010,"Crivitz, Stadt",3499,363,0,3862,2237,331,289,6422,2682,1215,828,819,x,59,x,x,88,x,x,129,x,x,x,x,x,x,x,x,x,x,x,x,x,84,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,30,1,483,x,x,x,x,x
60,13060011,Dabel,1467,77,0,1544,984,66,138,2814,1202,427,860,41,x,33,x,x,20,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,225,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,1,3,x,x,x,x,x
60,13060012,Damm,373,13,0,386,213,11,66,573,205,96,64,113,x,22,x,x,22,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,14,26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,8,0,x,x,x,x,x
60,13060013,Demen,1147,55,0,1202,745,54,111,2124,343,801,738,72,x,24,x,x,39,x,x,2,x,x,x,x,x,x,x,x,x,x,x,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,63,0,30,x,x,x,x,x
60,13060014,Diestelow,457,12,0,469,277,11,59,772,388,187,121,16,x,12,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0,0,0,x,x,x,x
60,13060015,Dobbertin,1032,15,0,1047,418,9,83,1171,451,225,244,28,x,7,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,146,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,1,61,x,x,x,x
60,13060016,Domsühl,859,37,0,896,506,37,145,1373,696,239,170,43,x,9,x,x,19,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,73,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,75,21,x,x,x,x,x
60,13060017,Friedrichsruhe,584,13,0,597,336,13,101,907,354,233,164,13,x,13,x,x,28,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,30,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,50,5,x,x,x,x,x
60,13060018,Gädebehn,215,8,0,223,186,6,57,501,204,103,103,37,x,0,x,x,33,x,x,4,x,x,x,x,x,x,x,x,x,x,x,x,x,4,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,3,6,x,x,x,x,x
60,13060020,Ganzlin,480,20,0,500,351,11,75,978,606,225,107,3,x,4,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0,0,14,x,x,x,x
60,13060021,Gischow,236,12,0,248,142,12,28,398,241,66,80,2,x,0,x,x,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060022,Gneven,273,7,0,280,200,7,21,579,224,103,131,32,x,3,x,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,54,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,0,1,x,1,x,x,x
60,13060023,Gnevsdorf,287,14,0,301,221,13,36,627,259,241,67,9,x,1,x,x,29,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,20,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0,0,0,x,x,x,x
60,13060024,Godern,210,39,0,249,216,39,23,625,126,130,57,81,x,0,x,x,30,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,200,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,1,x,0,x,x,x
60,13060025,Göhren,326,12,0,338,230,11,27,663,281,160,98,48,x,9,x,x,12,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,x,7,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,1,38,x,x,x,x,x
60,13060026,"Goldberg, Stadt",3107,228,0,3335,1613,222,243,4596,1863,880,1058,601,x,41,x,x,60,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,70,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,2,1,16,0,x,x,x
60,13060027,Goldenstädt,478,6,0,484,245,3,54,681,122,91,287,12,x,3,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,147,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,1,5,x,4,x,x,x
60,13060028,Granzin,455,19,0,474,323,17,51,918,382,295,152,25,x,11,x,x,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,48,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0,0,x,x,x,x,x
60,13060029,Grebbin,498,16,0,514,363,15,112,977,364,231,148,16,x,19,x,x,37,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,143,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,17,1,x,x,x,x,x
60,13060030,Groß Godems,276,14,0,290,233,12,51,648,281,124,63,5,x,3,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,147,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,4,0,x,x,x,x,x
60,13060031,Groß Görnow,183,13,0,196,133,13,37,362,117,88,60,65,x,3,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060032,Groß Niendorf,221,6,0,227,178,6,30,504,274,90,57,14,x,3,x,x,10,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,18,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,16,9,x,x,x,x,x
60,13060033,Herzberg,372,17,0,389,254,14,71,691,278,129,124,12,x,14,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,116,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,7,0,x,x,x,x,x
60,13060034,Herzfeld,235,11,0,246,200,7,28,572,296,103,54,12,x,7,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,88,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
